inputId,Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,_Other_debtors_or_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,foreign_worker,good_3_bad_2_customer,groups
196,A14,16,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
197,A14,14,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
198,A14,14,A31,A49,250,A63,A74,2,A94,A101,3,A122,1,A141,A152,2,A174,2,1,A201,1,1
199,A14,12,A31,A49,250,A63,A75,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
200,A14,16,A31,A49,250,A63,A75,2,A94,A101,3,A123,0,A141,A152,2,A173,1,1,A201,1,0
201,A14,15,A31,A49,250,A61,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
202,A14,16,A34,A49,250,A63,A74,2,A94,A101,3,A122,0,A141,A152,2,A174,1,1,A201,1,0
203,A14,19,A34,A49,250,A63,A74,2,A91,A101,3,A122,0,A143,A152,2,A173,1,1,A201,1,0
204,A14,18,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
205,A14,16,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
206,A14,21,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
207,A14,17,A32,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
208,A14,19,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
209,A14,11,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
210,A14,19,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
211,A14,17,A32,A49,250,A63,A75,2,A92,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
212,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
213,A14,19,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A173,1,1,A201,1,1
214,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
215,A14,17,A32,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
216,A14,16,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
217,A14,16,A34,A49,250,A61,A74,2,A91,A101,3,A123,0,A143,A151,2,A174,2,1,A201,1,0
218,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
219,A14,17,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A151,2,A173,1,1,A201,1,1
220,A14,15,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,2,1,A201,1,1
221,A14,13,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
222,A14,15,A34,A49,250,A63,A75,2,A93,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
223,A14,18,A31,A49,250,A63,A74,2,A94,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
224,A14,17,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
225,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A173,2,1,A201,1,0
226,A14,14,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
227,A14,16,A34,A49,250,A63,A72,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
228,A14,18,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
229,A14,19,A32,A49,250,A61,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
230,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
231,A14,21,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
232,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
233,A14,21,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
234,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
235,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
236,A14,14,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
237,A14,15,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A174,1,1,A201,1,1
238,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,2,1,A201,1,0
239,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
240,A14,15,A34,A49,250,A63,A72,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
241,A14,17,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
242,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
243,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
244,A14,13,A34,A49,250,A63,A72,2,A94,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
245,A14,15,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
246,A14,20,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
247,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
248,A14,13,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
249,A14,18,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
250,A14,14,A34,A49,250,A61,A72,2,A91,A101,3,A123,1,A143,A151,2,A173,2,1,A201,1,1
251,A14,15,A34,A49,250,A63,A74,2,A94,A101,3,A122,1,A141,A152,2,A173,1,1,A201,1,1
252,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,1,A173,2,1,A201,1,0
253,A14,14,A31,A49,250,A63,A75,2,A93,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
254,A14,19,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A173,1,1,A201,1,1
255,A14,14,A34,A49,250,A63,A72,2,A94,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
256,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
257,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,1,A174,1,1,A201,1,1
258,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,1,1,A201,1,0
259,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
260,A14,18,A32,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,1,1,A201,1,0
261,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,1,1,A201,1,0
262,A14,12,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
263,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
264,A14,10,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
265,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
266,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
267,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
268,A14,15,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
269,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A173,2,1,A201,1,0
270,A14,13,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A173,1,1,A201,1,1
271,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,1,1,A201,1,0
272,A14,18,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
273,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A122,1,A141,A151,2,A174,1,1,A201,1,1
274,A14,20,A32,A49,250,A63,A74,2,A94,A101,3,A122,0,A141,A152,2,A174,1,1,A201,1,0
275,A14,17,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
276,A14,18,A32,A49,250,A61,A74,2,A91,A101,3,A123,1,A143,A151,2,A172,2,1,A201,1,1
277,A14,19,A32,A49,250,A63,A74,2,A94,A101,3,A122,1,A143,A152,2,A174,1,1,A201,1,1
278,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
279,A14,23,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
280,A14,19,A31,A49,250,A63,A74,2,A94,A101,3,A122,0,A143,A152,2,A173,1,1,A201,1,0
281,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
282,A14,15,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A151,2,A174,1,1,A201,1,1
283,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
284,A14,18,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
285,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,1,A174,2,1,A201,1,1
286,A14,18,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
287,A14,13,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
288,A14,17,A34,A49,250,A63,A74,2,A94,A101,3,A123,0,A141,A152,2,A174,1,1,A201,1,0
289,A14,19,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,1,A174,1,1,A201,1,1
290,A14,13,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
291,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A122,1,A143,A152,2,A173,2,1,A201,1,1
292,A14,15,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
293,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
294,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
295,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A141,A152,1,A174,1,1,A201,1,1
296,A14,14,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A151,2,A174,1,1,A201,1,1
297,A14,13,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
298,A14,15,A34,A49,250,A63,A74,2,A94,A101,3,A123,0,A141,A152,2,A174,2,1,A201,1,0
299,A14,12,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
300,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
301,A14,17,A31,A49,250,A61,A74,2,A91,A101,2,A122,1,A143,A151,2,A173,2,1,A201,1,1
302,A14,23,A32,A49,250,A63,A74,2,A91,A101,3,A122,0,A143,A152,2,A174,1,1,A201,1,0
303,A14,15,A32,A49,250,A63,A74,2,A94,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
304,A14,17,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
305,A14,16,A32,A49,250,A61,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
306,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
307,A14,12,A31,A49,250,A63,A74,2,A93,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
308,A14,17,A31,A49,250,A63,A75,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
309,A14,19,A31,A49,250,A63,A74,3,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
310,A14,19,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
311,A14,19,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
312,A14,17,A31,A49,250,A63,A74,2,A94,A101,3,A122,1,A143,A152,2,A173,2,1,A201,1,1
313,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
314,A14,17,A34,A49,250,A61,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,2,1,A201,1,1
315,A14,14,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
316,A14,19,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
317,A14,19,A31,A49,250,A63,A74,2,A94,A101,3,A123,0,A143,A152,2,A173,2,1,A201,1,0
318,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
319,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
320,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,2,1,A201,1,0
321,A14,20,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,1,1,A201,1,0
322,A14,16,A31,A49,250,A63,A75,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
323,A14,13,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A174,2,1,A201,1,1
324,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
325,A14,18,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,1,A174,2,1,A201,1,1
326,A14,15,A31,A49,250,A61,A74,2,A94,A101,3,A123,1,A143,A151,2,A173,2,1,A201,1,1
327,A14,16,A32,A49,250,A63,A75,2,A91,A101,3,A122,0,A143,A152,2,A173,1,1,A201,1,0
328,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
329,A14,19,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A173,1,1,A201,1,0
330,A14,20,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A173,2,1,A201,1,0
331,A14,21,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
332,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,2,1,A201,1,1
333,A14,17,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
334,A14,14,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
335,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
336,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
337,A14,15,A34,A49,250,A63,A74,2,A94,A101,3,A123,0,A141,A152,2,A173,2,1,A201,1,0
338,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A123,0,A143,A152,2,A173,2,1,A201,1,0
339,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
340,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,2,1,A201,1,1
341,A14,20,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
342,A14,15,A34,A49,250,A62,A72,2,A91,A101,3,A122,1,A143,A152,2,A174,2,1,A201,1,1
343,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A151,2,A173,1,1,A201,1,1
344,A14,17,A34,A49,250,A62,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
345,A14,18,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A151,2,A173,1,1,A201,1,1
346,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A151,2,A174,2,1,A201,1,0
347,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,1,A174,1,1,A201,1,1
348,A14,17,A31,A49,250,A61,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
349,A14,20,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
350,A14,18,A31,A49,250,A63,A74,2,A94,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
351,A14,18,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
352,A14,20,A31,A49,250,A61,A74,2,A94,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
353,A14,12,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
354,A14,20,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
355,A14,18,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
356,A14,19,A31,A49,250,A61,A74,2,A94,A101,3,A123,1,A143,A152,1,A173,2,1,A201,1,1
357,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A173,2,1,A201,1,0
358,A14,15,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
359,A14,20,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
360,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
361,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
362,A14,14,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A173,2,1,A201,1,0
363,A14,16,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
364,A14,16,A31,A49,250,A61,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,2,1,A201,1,1
365,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
366,A14,19,A32,A49,250,A62,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
367,A14,17,A32,A49,250,A63,A74,2,A91,A101,3,A122,0,A143,A152,2,A173,1,1,A201,1,0
368,A14,14,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
369,A14,18,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A151,2,A174,1,1,A201,1,1
370,A14,20,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A173,1,1,A201,1,0
371,A14,16,A31,A49,250,A63,A74,2,A93,A101,3,A123,1,A143,A151,2,A173,2,1,A201,1,1
372,A14,19,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
373,A14,14,A31,A49,250,A61,A75,2,A93,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
374,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A151,2,A174,2,1,A201,1,0
375,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A122,0,A143,A152,2,A174,2,1,A201,1,0
376,A14,15,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
377,A14,12,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
378,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
379,A14,21,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
380,A14,19,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
381,A14,16,A31,A49,250,A61,A74,2,A94,A101,3,A123,1,A143,A151,2,A174,1,1,A201,1,1
382,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
383,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
384,A14,20,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
385,A14,16,A31,A49,250,A63,A75,2,A91,A101,3,A123,0,A143,A152,2,A173,1,1,A201,1,0
386,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
387,A14,19,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
388,A14,18,A31,A49,250,A63,A75,2,A94,A101,3,A122,1,A141,A151,2,A173,1,1,A201,1,1
389,A14,12,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
390,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A122,0,A143,A152,2,A173,1,1,A201,1,0
391,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A151,2,A174,2,1,A201,1,1
392,A14,14,A31,A49,250,A63,A72,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
393,A14,15,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,2,1,A201,1,1
394,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
395,A14,14,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,1,A173,2,1,A201,1,1
396,A14,20,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
